bot_type,run_id,q,bot_pos_init,button_pos_init,fire_init,steps,result,final_frame,seed_value
Bot 2,dbd2c79c-a802-49f7-bcc0-ee25b0ed1742,0.5,"(35, 21)","(35, 11)","(16, 29)",32,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/dbd2c79c-a802-49f7-bcc0-ee25b0ed1742.png,4611
Bot 3,67d50fd2-0d0d-494a-afbf-23a4e440c439,0.5,"(35, 21)","(35, 11)","(16, 29)",32,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/67d50fd2-0d0d-494a-afbf-23a4e440c439.png,4611
Bot 4,ce6e3cfa-130a-43bc-8f26-0cce8c1fc8ac,0.5,"(35, 21)","(35, 11)","(16, 29)",32,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/ce6e3cfa-130a-43bc-8f26-0cce8c1fc8ac.png,4611
Bot 1,28bc371f-05b5-44be-a6f5-a28ceb2922af,0.55,"(28, 34)","(32, 36)","(38, 38)",6,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/28bc371f-05b5-44be-a6f5-a28ceb2922af.png,859
Bot 2,25c9597d-4580-49ad-b39d-2297958fe64f,0.55,"(28, 34)","(32, 36)","(38, 38)",6,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/25c9597d-4580-49ad-b39d-2297958fe64f.png,859
Bot 3,66adcc68-bc6c-48ee-a150-c32fb066945b,0.55,"(28, 34)","(32, 36)","(38, 38)",6,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/66adcc68-bc6c-48ee-a150-c32fb066945b.png,859
Bot 4,48cab87f-3fdf-4ff0-b8a3-90f0ca997646,0.55,"(28, 34)","(32, 36)","(38, 38)",6,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/48cab87f-3fdf-4ff0-b8a3-90f0ca997646.png,859
Bot 1,b081b02e-8239-419d-b218-d8ee62bd9304,0.55,"(9, 35)","(36, 36)","(23, 2)",38,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/b081b02e-8239-419d-b218-d8ee62bd9304.png,4004
Bot 2,d17bc7da-a0d7-4a2f-972f-e3b5d6262a7a,0.55,"(9, 35)","(36, 36)","(23, 2)",38,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/d17bc7da-a0d7-4a2f-972f-e3b5d6262a7a.png,4004
Bot 3,af89972d-4889-4686-8bbe-f413821d1c2a,0.55,"(9, 35)","(36, 36)","(23, 2)",38,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/af89972d-4889-4686-8bbe-f413821d1c2a.png,4004
Bot 4,7e739665-2ce6-49bc-8f4f-e36430658d3a,0.55,"(9, 35)","(36, 36)","(23, 2)",38,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/7e739665-2ce6-49bc-8f4f-e36430658d3a.png,4004
Bot 1,9ca14840-450f-497a-ad53-10dd9f4d2b0b,0.55,"(25, 34)","(3, 13)","(7, 17)",11,Button caught fire,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/9ca14840-450f-497a-ad53-10dd9f4d2b0b.png,8212
Bot 2,7ea80e6d-dcae-4343-91a4-af7abeef8f91,0.55,"(25, 34)","(3, 13)","(7, 17)",11,Button caught fire,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/7ea80e6d-dcae-4343-91a4-af7abeef8f91.png,8212
Bot 3,f5306d81-1197-4fd7-a3b3-b77781e71bdd,0.55,"(25, 34)","(3, 13)","(7, 17)",11,Button caught fire,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/f5306d81-1197-4fd7-a3b3-b77781e71bdd.png,8212
Bot 4,dbc59e35-bc68-46a3-87bb-df5c09461b04,0.55,"(25, 34)","(3, 13)","(7, 17)",17,Button caught fire,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/dbc59e35-bc68-46a3-87bb-df5c09461b04.png,8212
Bot 1,8502e49f-8622-457f-9acc-6dc7585e0033,0.55,"(21, 8)","(2, 22)","(35, 31)",33,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/8502e49f-8622-457f-9acc-6dc7585e0033.png,210
Bot 2,1ff43c4f-267e-4456-a902-a4b0b9ea3052,0.55,"(21, 8)","(2, 22)","(35, 31)",33,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/1ff43c4f-267e-4456-a902-a4b0b9ea3052.png,210
Bot 3,d4360e7d-9b1d-469f-9a23-d86f1f29bfac,0.55,"(21, 8)","(2, 22)","(35, 31)",33,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/d4360e7d-9b1d-469f-9a23-d86f1f29bfac.png,210
Bot 4,a36064dd-7e58-4407-a430-82ee9ff2514e,0.55,"(21, 8)","(2, 22)","(35, 31)",33,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/a36064dd-7e58-4407-a430-82ee9ff2514e.png,210
Bot 1,14a8612e-8d52-43c5-aed8-4f756f71029a,0.55,"(36, 24)","(3, 23)","(34, 32)",44,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/14a8612e-8d52-43c5-aed8-4f756f71029a.png,8661
Bot 2,8abd030b-0c7e-41fc-93fe-4d5b0f1ea5ba,0.55,"(36, 24)","(3, 23)","(34, 32)",44,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/8abd030b-0c7e-41fc-93fe-4d5b0f1ea5ba.png,8661
Bot 3,52c1f97e-a6bc-4e81-afc7-6f72ec509aaa,0.55,"(36, 24)","(3, 23)","(34, 32)",44,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/52c1f97e-a6bc-4e81-afc7-6f72ec509aaa.png,8661
Bot 4,e036910e-f12b-4d93-aefa-d587b7032e5d,0.55,"(36, 24)","(3, 23)","(34, 32)",44,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/e036910e-f12b-4d93-aefa-d587b7032e5d.png,8661
Bot 1,38b0ad9a-4489-4362-becb-1934a3cf07d0,0.55,"(23, 1)","(16, 29)","(4, 21)",29,Button caught fire,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/38b0ad9a-4489-4362-becb-1934a3cf07d0.png,298
Bot 2,67f905cb-8157-4ce7-9796-929ec58fa887,0.55,"(23, 1)","(16, 29)","(4, 21)",28,Button caught fire,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/67f905cb-8157-4ce7-9796-929ec58fa887.png,298
Bot 3,fd5de6fb-25e8-45ae-864c-caf74c10d99d,0.55,"(23, 1)","(16, 29)","(4, 21)",26,Button caught fire,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/fd5de6fb-25e8-45ae-864c-caf74c10d99d.png,298
Bot 4,abc2264b-89bd-4aac-8dfe-a3f2c014e600,0.55,"(23, 1)","(16, 29)","(4, 21)",32,Bot caught fire,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/abc2264b-89bd-4aac-8dfe-a3f2c014e600.png,298
Bot 1,d1c435b2-7bb3-4edf-9585-373e383fdef1,0.55,"(36, 6)","(23, 5)","(13, 13)",18,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/d1c435b2-7bb3-4edf-9585-373e383fdef1.png,1780
Bot 2,2f552db8-1933-4a76-9d6e-8a1efa7adc54,0.55,"(36, 6)","(23, 5)","(13, 13)",18,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/2f552db8-1933-4a76-9d6e-8a1efa7adc54.png,1780
Bot 3,7c1289b9-1f7c-418d-9b36-f5dc3dd1148d,0.55,"(36, 6)","(23, 5)","(13, 13)",18,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/7c1289b9-1f7c-418d-9b36-f5dc3dd1148d.png,1780
Bot 4,231921f4-4325-4380-8ba1-1737e02a5b5c,0.55,"(36, 6)","(23, 5)","(13, 13)",18,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/231921f4-4325-4380-8ba1-1737e02a5b5c.png,1780
Bot 1,e7b49b5c-df05-4dd7-ab00-ec07106b8423,0.55,"(38, 13)","(7, 3)","(35, 24)",47,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/e7b49b5c-df05-4dd7-ab00-ec07106b8423.png,7469
Bot 2,44e291a7-53d2-47bd-bd53-e5646c182651,0.55,"(38, 13)","(7, 3)","(35, 24)",47,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/44e291a7-53d2-47bd-bd53-e5646c182651.png,7469
Bot 3,e9feaac5-4122-4e82-b48f-5b941f0bce53,0.55,"(38, 13)","(7, 3)","(35, 24)",47,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/e9feaac5-4122-4e82-b48f-5b941f0bce53.png,7469
Bot 4,21702f2a-f829-44a0-9c34-6db32c5b6d43,0.55,"(38, 13)","(7, 3)","(35, 24)",47,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/21702f2a-f829-44a0-9c34-6db32c5b6d43.png,7469
Bot 1,a5d8dfdc-1787-4f22-94ce-fea88131ac9b,0.55,"(37, 29)","(17, 22)","(13, 26)",12,Button caught fire,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/a5d8dfdc-1787-4f22-94ce-fea88131ac9b.png,1156
Bot 2,beff88d8-1ae4-43ac-a397-becdc7572c70,0.55,"(37, 29)","(17, 22)","(13, 26)",12,Button caught fire,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/beff88d8-1ae4-43ac-a397-becdc7572c70.png,1156
Bot 3,dd16478c-6606-4bd7-96e1-f91f7f34894d,0.55,"(37, 29)","(17, 22)","(13, 26)",12,Button caught fire,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/dd16478c-6606-4bd7-96e1-f91f7f34894d.png,1156
Bot 4,ffac2fe6-2947-4481-91a4-16ef5afcf696,0.55,"(37, 29)","(17, 22)","(13, 26)",13,Button caught fire,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/ffac2fe6-2947-4481-91a4-16ef5afcf696.png,1156
Bot 1,fcf7d87f-1215-4e31-bb13-edaee6e8974f,0.55,"(26, 18)","(25, 12)","(6, 18)",9,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/fcf7d87f-1215-4e31-bb13-edaee6e8974f.png,5676
Bot 2,ebdec53e-99dd-4d54-ab22-b4c09acd368e,0.55,"(26, 18)","(25, 12)","(6, 18)",9,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/ebdec53e-99dd-4d54-ab22-b4c09acd368e.png,5676
Bot 3,d56765d5-46e8-4b7f-a379-25cc28a18166,0.55,"(26, 18)","(25, 12)","(6, 18)",9,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/d56765d5-46e8-4b7f-a379-25cc28a18166.png,5676
Bot 4,d341a51e-e11d-4a26-8ef3-4e8aca6c6910,0.55,"(26, 18)","(25, 12)","(6, 18)",9,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/d341a51e-e11d-4a26-8ef3-4e8aca6c6910.png,5676
Bot 1,73d991a5-26ee-43f4-8e64-cbdade730a23,0.6000000000000001,"(23, 37)","(6, 31)","(18, 30)",12,Bot caught fire,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/73d991a5-26ee-43f4-8e64-cbdade730a23.png,1341
Bot 2,86c3a865-976b-4259-90fc-b1790a708260,0.6000000000000001,"(23, 37)","(6, 31)","(18, 30)",25,Button caught fire,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/86c3a865-976b-4259-90fc-b1790a708260.png,1341
Bot 3,939d53b2-28cc-43f3-90bf-e3f706995d56,0.6000000000000001,"(23, 37)","(6, 31)","(18, 30)",21,Button caught fire,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/939d53b2-28cc-43f3-90bf-e3f706995d56.png,1341
Bot 4,0ed88590-ff1a-402a-bd44-e5765c17b911,0.6000000000000001,"(23, 37)","(6, 31)","(18, 30)",12,Path blocked,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/0ed88590-ff1a-402a-bd44-e5765c17b911.png,1341
Bot 1,14772783-7309-40a0-b976-00f2fa5e8f5a,0.6000000000000001,"(32, 11)","(14, 28)","(13, 26)",5,Button caught fire,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/14772783-7309-40a0-b976-00f2fa5e8f5a.png,8645
Bot 2,bcee81fc-e872-478f-86fc-d3730494b5da,0.6000000000000001,"(32, 11)","(14, 28)","(13, 26)",8,Button caught fire,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/bcee81fc-e872-478f-86fc-d3730494b5da.png,8645
Bot 3,dd4b2b46-8d15-4bbb-9b74-22731f4d6c4a,0.6000000000000001,"(32, 11)","(14, 28)","(13, 26)",8,Button caught fire,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/dd4b2b46-8d15-4bbb-9b74-22731f4d6c4a.png,8645
Bot 4,26d679ac-2af5-4477-993a-6e83fce86ecb,0.6000000000000001,"(32, 11)","(14, 28)","(13, 26)",6,Button caught fire,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/26d679ac-2af5-4477-993a-6e83fce86ecb.png,8645
Bot 1,e177ece3-ecaa-4193-a3f4-50c1a7b4c2c1,0.6000000000000001,"(7, 5)","(25, 2)","(14, 18)",21,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/e177ece3-ecaa-4193-a3f4-50c1a7b4c2c1.png,4504
Bot 2,8d99d8fb-74c1-4e53-a24f-6c9929d6fc75,0.6000000000000001,"(7, 5)","(25, 2)","(14, 18)",21,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/8d99d8fb-74c1-4e53-a24f-6c9929d6fc75.png,4504
Bot 3,1476d794-3818-47e7-a9b9-1f391cce9636,0.6000000000000001,"(7, 5)","(25, 2)","(14, 18)",21,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/1476d794-3818-47e7-a9b9-1f391cce9636.png,4504
Bot 4,870de7b7-5be9-4766-956e-09511ca8e0aa,0.6000000000000001,"(7, 5)","(25, 2)","(14, 18)",21,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/870de7b7-5be9-4766-956e-09511ca8e0aa.png,4504
Bot 1,f1e3879e-7e19-4fdf-9c62-77abdf8c0be2,0.6000000000000001,"(34, 38)","(7, 22)","(3, 19)",20,Button caught fire,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/f1e3879e-7e19-4fdf-9c62-77abdf8c0be2.png,8246
Bot 2,ec7a07d0-5d15-49a2-890e-504e0dbdf038,0.6000000000000001,"(34, 38)","(7, 22)","(3, 19)",19,Button caught fire,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/ec7a07d0-5d15-49a2-890e-504e0dbdf038.png,8246
Bot 3,1768e427-752c-408f-ad01-d022b72f32bd,0.6000000000000001,"(34, 38)","(7, 22)","(3, 19)",20,Button caught fire,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/1768e427-752c-408f-ad01-d022b72f32bd.png,8246
Bot 4,8dc44321-328a-4979-a700-4f2761318634,0.6000000000000001,"(34, 38)","(7, 22)","(3, 19)",22,Button caught fire,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/8dc44321-328a-4979-a700-4f2761318634.png,8246
Bot 1,51a1d07d-728c-4501-846e-c51f49cc8240,0.6000000000000001,"(5, 21)","(26, 6)","(31, 22)",38,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/51a1d07d-728c-4501-846e-c51f49cc8240.png,5001
Bot 2,de8e21e0-8e72-4c9b-ae6d-ae41c1919e72,0.6000000000000001,"(5, 21)","(26, 6)","(31, 22)",38,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/de8e21e0-8e72-4c9b-ae6d-ae41c1919e72.png,5001
Bot 3,20a036ec-4107-4cd0-af1f-f0929433bad7,0.6000000000000001,"(5, 21)","(26, 6)","(31, 22)",38,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/20a036ec-4107-4cd0-af1f-f0929433bad7.png,5001
Bot 4,a6c5c48e-cb0d-4805-8e5c-52ff2d6e6a0e,0.6000000000000001,"(5, 21)","(26, 6)","(31, 22)",38,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/a6c5c48e-cb0d-4805-8e5c-52ff2d6e6a0e.png,5001
Bot 1,0c1851fa-93c2-43a0-8afa-a05cd8d01d74,0.6000000000000001,"(36, 38)","(12, 25)","(28, 31)",8,Bot caught fire,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/0c1851fa-93c2-43a0-8afa-a05cd8d01d74.png,7431
Bot 2,06256e78-d2d9-4e56-8793-20748b02be34,0.6000000000000001,"(36, 38)","(12, 25)","(28, 31)",10,No path found,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/06256e78-d2d9-4e56-8793-20748b02be34.png,7431
Bot 3,d8270c87-586c-4137-a6f4-255d869ed88c,0.6000000000000001,"(36, 38)","(12, 25)","(28, 31)",14,Path blocked,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/d8270c87-586c-4137-a6f4-255d869ed88c.png,7431
Bot 4,db35ffe5-14d5-478c-8816-2c65880b47cb,0.6000000000000001,"(36, 38)","(12, 25)","(28, 31)",20,Path blocked,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/db35ffe5-14d5-478c-8816-2c65880b47cb.png,7431
Bot 1,f6da128e-e0af-4f34-b99a-c79961004177,0.6000000000000001,"(26, 17)","(38, 10)","(27, 6)",19,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/f6da128e-e0af-4f34-b99a-c79961004177.png,4501
Bot 2,9100381b-924e-47be-8125-b8acefdeff65,0.6000000000000001,"(26, 17)","(38, 10)","(27, 6)",16,Button caught fire,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/9100381b-924e-47be-8125-b8acefdeff65.png,4501
Bot 3,9c82202a-2f14-4787-8701-8e57a40574cc,0.6000000000000001,"(26, 17)","(38, 10)","(27, 6)",19,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/9c82202a-2f14-4787-8701-8e57a40574cc.png,4501
Bot 4,3e2ce4a9-1123-4a00-8b19-8b4f69df79ce,0.6000000000000001,"(26, 17)","(38, 10)","(27, 6)",19,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/3e2ce4a9-1123-4a00-8b19-8b4f69df79ce.png,4501
Bot 1,7e7bcea9-1933-4ac7-8440-4e8234734ba1,0.6000000000000001,"(38, 17)","(33, 1)","(29, 35)",25,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/7e7bcea9-1933-4ac7-8440-4e8234734ba1.png,6279
Bot 2,635497a7-e0d1-47f8-8331-6dc9b88f6ccc,0.6000000000000001,"(38, 17)","(33, 1)","(29, 35)",25,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/635497a7-e0d1-47f8-8331-6dc9b88f6ccc.png,6279
Bot 3,84ebe998-b533-456d-b06e-103c55a434dc,0.6000000000000001,"(38, 17)","(33, 1)","(29, 35)",25,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/84ebe998-b533-456d-b06e-103c55a434dc.png,6279
Bot 4,b78adb44-5c89-469a-bba9-2cc473183661,0.6000000000000001,"(38, 17)","(33, 1)","(29, 35)",25,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/b78adb44-5c89-469a-bba9-2cc473183661.png,6279
Bot 1,80fcdfee-83d7-4350-a8ec-c3f096040006,0.6000000000000001,"(29, 24)","(35, 4)","(28, 3)",15,Bot caught fire,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/80fcdfee-83d7-4350-a8ec-c3f096040006.png,6812
Bot 2,c18ccbc9-7f15-4741-8d2d-fdb87ffa22c1,0.6000000000000001,"(29, 24)","(35, 4)","(28, 3)",12,Button caught fire,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/c18ccbc9-7f15-4741-8d2d-fdb87ffa22c1.png,6812
Bot 3,bae30629-9d53-4003-ac15-b6a7a9a02bb9,0.6000000000000001,"(29, 24)","(35, 4)","(28, 3)",17,Button caught fire,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/bae30629-9d53-4003-ac15-b6a7a9a02bb9.png,6812
Bot 4,5acf8c57-fe4d-493b-9051-44604d3475b0,0.6000000000000001,"(29, 24)","(35, 4)","(28, 3)",15,Button caught fire,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/5acf8c57-fe4d-493b-9051-44604d3475b0.png,6812
Bot 1,7887dadc-6ac4-4cd9-b969-b32026b6707b,0.6000000000000001,"(17, 36)","(11, 15)","(2, 15)",13,Button caught fire,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/7887dadc-6ac4-4cd9-b969-b32026b6707b.png,8309
Bot 2,fe5fb6cd-cb2f-4183-9df8-17947c43af3f,0.6000000000000001,"(17, 36)","(11, 15)","(2, 15)",19,Button caught fire,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/fe5fb6cd-cb2f-4183-9df8-17947c43af3f.png,8309
Bot 3,d9f428cd-3053-4d1f-a9ec-7d2d97e2af6d,0.6000000000000001,"(17, 36)","(11, 15)","(2, 15)",13,Button caught fire,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/d9f428cd-3053-4d1f-a9ec-7d2d97e2af6d.png,8309
Bot 4,9f89b2df-af9f-40df-8d2b-9d5f9726deed,0.6000000000000001,"(17, 36)","(11, 15)","(2, 15)",18,Button caught fire,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/9f89b2df-af9f-40df-8d2b-9d5f9726deed.png,8309
Bot 1,c6dad966-f679-436b-9044-100c8f804bfd,0.65,"(9, 25)","(18, 11)","(23, 37)",27,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/c6dad966-f679-436b-9044-100c8f804bfd.png,9620
Bot 2,e109606f-6a5a-45c9-b696-419d2436cc7f,0.65,"(9, 25)","(18, 11)","(23, 37)",27,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/e109606f-6a5a-45c9-b696-419d2436cc7f.png,9620
Bot 3,58643b6a-7c91-4da7-be65-fa0cbb4c0437,0.65,"(9, 25)","(18, 11)","(23, 37)",27,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/58643b6a-7c91-4da7-be65-fa0cbb4c0437.png,9620
Bot 4,f53f0f75-cfb1-4742-8d0c-86b209483036,0.65,"(9, 25)","(18, 11)","(23, 37)",27,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/f53f0f75-cfb1-4742-8d0c-86b209483036.png,9620
Bot 1,0136f8e0-cd7f-4ef7-b436-4639d09df8a2,0.65,"(10, 38)","(28, 8)","(19, 6)",28,Button caught fire,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/0136f8e0-cd7f-4ef7-b436-4639d09df8a2.png,9675
Bot 2,4f77720a-8876-45a7-975c-048ce1d1d248,0.65,"(10, 38)","(28, 8)","(19, 6)",30,Button caught fire,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/4f77720a-8876-45a7-975c-048ce1d1d248.png,9675
Bot 3,7d6781a4-4dcc-460f-976c-5af3a935a587,0.65,"(10, 38)","(28, 8)","(19, 6)",22,Button caught fire,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/7d6781a4-4dcc-460f-976c-5af3a935a587.png,9675
Bot 4,f494cbad-e3a7-4231-9ab7-429476aa9c81,0.65,"(10, 38)","(28, 8)","(19, 6)",22,Button caught fire,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/f494cbad-e3a7-4231-9ab7-429476aa9c81.png,9675
Bot 1,0eeff3f5-7482-444a-a599-7aa4918e9b44,0.65,"(10, 24)","(33, 23)","(34, 35)",20,Button caught fire,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/0eeff3f5-7482-444a-a599-7aa4918e9b44.png,9086
Bot 2,cccbce96-0fd5-40d3-9270-2dc4c64a1aec,0.65,"(10, 24)","(33, 23)","(34, 35)",21,Button caught fire,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/cccbce96-0fd5-40d3-9270-2dc4c64a1aec.png,9086
Bot 3,4e53bb49-5114-44ae-afc0-d319947ab62d,0.65,"(10, 24)","(33, 23)","(34, 35)",21,Button caught fire,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/4e53bb49-5114-44ae-afc0-d319947ab62d.png,9086
Bot 4,f1097956-c2fe-464b-ab8e-4352399a824d,0.65,"(10, 24)","(33, 23)","(34, 35)",24,Button caught fire,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/f1097956-c2fe-464b-ab8e-4352399a824d.png,9086
Bot 1,02955d2b-0dd9-4b19-9469-8c37f9fe0475,0.65,"(19, 16)","(25, 33)","(8, 37)",29,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/02955d2b-0dd9-4b19-9469-8c37f9fe0475.png,1813
Bot 2,787ff276-267e-41d4-ab2d-8217969c0ba3,0.65,"(19, 16)","(25, 33)","(8, 37)",29,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/787ff276-267e-41d4-ab2d-8217969c0ba3.png,1813
Bot 3,2f9e8c73-209d-40a9-b85a-06676028e9e6,0.65,"(19, 16)","(25, 33)","(8, 37)",29,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/2f9e8c73-209d-40a9-b85a-06676028e9e6.png,1813
Bot 4,14131a3b-92ec-4e57-8591-9512c538f27e,0.65,"(19, 16)","(25, 33)","(8, 37)",29,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/14131a3b-92ec-4e57-8591-9512c538f27e.png,1813
Bot 1,9fab9db3-ea8d-4476-b8bf-74ef62ab9b6a,0.65,"(8, 19)","(28, 21)","(25, 10)",22,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/9fab9db3-ea8d-4476-b8bf-74ef62ab9b6a.png,6643
Bot 2,942a5729-26c0-48f4-b7dd-4d422109cfce,0.65,"(8, 19)","(28, 21)","(25, 10)",22,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/942a5729-26c0-48f4-b7dd-4d422109cfce.png,6643
Bot 3,0a93cab5-b0e9-4d89-9c97-d3f813e9b552,0.65,"(8, 19)","(28, 21)","(25, 10)",20,Bot caught fire,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/0a93cab5-b0e9-4d89-9c97-d3f813e9b552.png,6643
Bot 4,70cd2168-cc2b-4e60-9d98-4e5114a11ac1,0.65,"(8, 19)","(28, 21)","(25, 10)",22,Success,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/70cd2168-cc2b-4e60-9d98-4e5114a11ac1.png,6643
Bot 1,8f865139-0160-446c-a08c-4068c151a0a0,0.65,"(10, 35)","(34, 22)","(28, 14)",21,Button caught fire,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/8f865139-0160-446c-a08c-4068c151a0a0.png,950
Bot 2,73a30e6a-dd88-4247-8fdf-c3775b0098db,0.65,"(10, 35)","(34, 22)","(28, 14)",15,Button caught fire,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/73a30e6a-dd88-4247-8fdf-c3775b0098db.png,950
Bot 3,dfb1fc20-9d11-41ba-87b2-65a50894fc96,0.65,"(10, 35)","(34, 22)","(28, 14)",20,Button caught fire,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/dfb1fc20-9d11-41ba-87b2-65a50894fc96.png,950
Bot 4,c5feef35-1af5-440a-9d3c-fa1272ddc8e4,0.65,"(10, 35)","(34, 22)","(28, 14)",23,Button caught fire,C:/Users/shaiv/Downloads/ai_project_1-main/final_frames/c5feef35-1af5-440a-9d3c-fa1272ddc8e4.png,950
