Bot Type,run_id,q,bot_pos_init,button_pos_init,fire_init,steps,result,final_frame,seed_value
Bot 1,447e5c55-60e7-432e-a57b-d633ea21d29d,0.2,"(28, 5)","(2, 37)","(37, 17)",58,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/447e5c55-60e7-432e-a57b-d633ea21d29d.png,20585
Bot 2,dec35fb1-19f9-447e-a981-6bf14408f472,0.2,"(28, 5)","(2, 37)","(37, 17)",58,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/dec35fb1-19f9-447e-a981-6bf14408f472.png,20585
Bot 3,c1741b44-2486-4e71-8183-20931bf74b0c,0.2,"(28, 5)","(2, 37)","(37, 17)",58,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/c1741b44-2486-4e71-8183-20931bf74b0c.png,20585
Bot 4,525bdfeb-b8f7-42d9-9cf3-235d87dad934,0.2,"(28, 5)","(2, 37)","(37, 17)",58,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/525bdfeb-b8f7-42d9-9cf3-235d87dad934.png,20585
Bot 1,c5182066-c5c7-44d9-8d5e-00951227cc89,0.2,"(18, 31)","(11, 19)","(30, 21)",19,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/c5182066-c5c7-44d9-8d5e-00951227cc89.png,56705
Bot 2,33915bf3-3982-4526-9ee1-dc46f010fce1,0.2,"(18, 31)","(11, 19)","(30, 21)",19,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/33915bf3-3982-4526-9ee1-dc46f010fce1.png,56705
Bot 3,3006a048-e73b-4fe1-91a9-e68f248c5e5b,0.2,"(18, 31)","(11, 19)","(30, 21)",19,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/3006a048-e73b-4fe1-91a9-e68f248c5e5b.png,56705
Bot 4,2d067f5a-9711-46a1-994e-5d4a2fdb48ea,0.2,"(18, 31)","(11, 19)","(30, 21)",19,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/2d067f5a-9711-46a1-994e-5d4a2fdb48ea.png,56705
Bot 1,12ab98fc-d403-4ebc-9209-cea18ddd0baa,0.2,"(21, 11)","(2, 35)","(7, 16)",17,,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/12ab98fc-d403-4ebc-9209-cea18ddd0baa.png,30641
Bot 2,558f2ac5-fab9-4322-8aa3-5e4607629df3,0.2,"(21, 11)","(2, 35)","(7, 16)",45,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/558f2ac5-fab9-4322-8aa3-5e4607629df3.png,30641
Bot 3,bddad35d-b153-432e-9b35-f57b6d7a3b18,0.2,"(21, 11)","(2, 35)","(7, 16)",45,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/bddad35d-b153-432e-9b35-f57b6d7a3b18.png,30641
Bot 4,819003bf-5b62-4b26-9ed5-276af56f4875,0.2,"(21, 11)","(2, 35)","(7, 16)",45,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/819003bf-5b62-4b26-9ed5-276af56f4875.png,30641
Bot 1,84244212-1743-46f3-a400-85fede6e4388,0.2,"(31, 33)","(35, 2)","(10, 3)",43,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/84244212-1743-46f3-a400-85fede6e4388.png,2664
Bot 2,82bd911f-8934-4bd8-b5c3-1cd9d9f9c189,0.2,"(31, 33)","(35, 2)","(10, 3)",43,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/82bd911f-8934-4bd8-b5c3-1cd9d9f9c189.png,2664
Bot 3,2c1dc306-0fe5-4891-9dda-ac6cd23781cf,0.2,"(31, 33)","(35, 2)","(10, 3)",43,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/2c1dc306-0fe5-4891-9dda-ac6cd23781cf.png,2664
Bot 4,cf474751-a417-4ceb-adee-5d381b9d4510,0.2,"(31, 33)","(35, 2)","(10, 3)",43,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/cf474751-a417-4ceb-adee-5d381b9d4510.png,2664
Bot 1,eaae9484-1ce1-480b-b9d0-80e0cbf28516,0.2,"(24, 25)","(7, 8)","(4, 14)",24,,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/eaae9484-1ce1-480b-b9d0-80e0cbf28516.png,31967
Bot 2,e78b907a-93cc-40a0-ab62-94436e3b66b3,0.2,"(24, 25)","(7, 8)","(4, 14)",34,Button caught fire,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/e78b907a-93cc-40a0-ab62-94436e3b66b3.png,31967
Bot 3,d1771280-5c92-49c4-9b51-498a382c4aa4,0.2,"(24, 25)","(7, 8)","(4, 14)",27,Button caught fire,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/d1771280-5c92-49c4-9b51-498a382c4aa4.png,31967
Bot 4,4c479dc5-8a53-4c20-9b64-ee164fb7173a,0.2,"(24, 25)","(7, 8)","(4, 14)",14,Button caught fire,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/4c479dc5-8a53-4c20-9b64-ee164fb7173a.png,31967
Bot 1,75dfd77e-3107-43a3-ad84-aa84481da1a5,0.2,"(10, 18)","(19, 10)","(19, 11)",1,Button caught fire,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/75dfd77e-3107-43a3-ad84-aa84481da1a5.png,6312
Bot 2,450a27b8-843b-47db-b43d-e8355cebc51c,0.2,"(10, 18)","(19, 10)","(19, 11)",0,Button caught fire,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/450a27b8-843b-47db-b43d-e8355cebc51c.png,6312
Bot 3,7703a61f-32d7-4a80-88c4-2b7c3352ecc9,0.2,"(10, 18)","(19, 10)","(19, 11)",5,Button caught fire,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/7703a61f-32d7-4a80-88c4-2b7c3352ecc9.png,6312
Bot 4,10aa7f28-2732-47bb-a494-fda84c7861d3,0.2,"(10, 18)","(19, 10)","(19, 11)",2,Button caught fire,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/10aa7f28-2732-47bb-a494-fda84c7861d3.png,6312
Bot 1,f8574b7e-3cd5-4af9-9a2e-e801a395888f,0.2,"(6, 7)","(5, 15)","(7, 6)",9,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/f8574b7e-3cd5-4af9-9a2e-e801a395888f.png,47625
Bot 2,4e2d1220-05be-48c3-8369-4cc4d22fb9b5,0.2,"(6, 7)","(5, 15)","(7, 6)",9,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/4e2d1220-05be-48c3-8369-4cc4d22fb9b5.png,47625
Bot 3,783a8370-36ab-4891-ba00-2783ee0402bb,0.2,"(6, 7)","(5, 15)","(7, 6)",9,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/783a8370-36ab-4891-ba00-2783ee0402bb.png,47625
Bot 4,c4066006-c414-445e-b9d6-d946e154341c,0.2,"(6, 7)","(5, 15)","(7, 6)",9,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/c4066006-c414-445e-b9d6-d946e154341c.png,47625
Bot 1,61431d8f-3bc6-4b47-afaa-9a9ee8863892,0.2,"(2, 10)","(22, 20)","(20, 25)",25,Button caught fire,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/61431d8f-3bc6-4b47-afaa-9a9ee8863892.png,61635
Bot 2,26d74d7e-7991-48eb-bceb-f7b3f8950938,0.2,"(2, 10)","(22, 20)","(20, 25)",22,Button caught fire,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/26d74d7e-7991-48eb-bceb-f7b3f8950938.png,61635
Bot 3,41aea553-0e22-44a6-8174-2e6bf978254c,0.2,"(2, 10)","(22, 20)","(20, 25)",18,Button caught fire,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/41aea553-0e22-44a6-8174-2e6bf978254c.png,61635
Bot 4,927ff08b-2cee-408a-9f24-54bbde350bca,0.2,"(2, 10)","(22, 20)","(20, 25)",30,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/927ff08b-2cee-408a-9f24-54bbde350bca.png,61635
Bot 1,6f1d5dbd-6939-4362-8137-869b02708bb4,0.2,"(23, 32)","(13, 25)","(16, 9)",19,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/6f1d5dbd-6939-4362-8137-869b02708bb4.png,59398
Bot 2,44c6b597-ea3a-469b-b690-336fbd6e8445,0.2,"(23, 32)","(13, 25)","(16, 9)",19,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/44c6b597-ea3a-469b-b690-336fbd6e8445.png,59398
Bot 3,105cc04e-91df-469d-9da7-42d807f6a3bd,0.2,"(23, 32)","(13, 25)","(16, 9)",19,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/105cc04e-91df-469d-9da7-42d807f6a3bd.png,59398
Bot 4,1199b237-4c0c-4af1-b05d-12681e2d7684,0.2,"(23, 32)","(13, 25)","(16, 9)",19,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/1199b237-4c0c-4af1-b05d-12681e2d7684.png,59398
Bot 1,d609dace-f557-45b2-b424-671750d34f95,0.2,"(30, 30)","(18, 33)","(37, 2)",15,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/d609dace-f557-45b2-b424-671750d34f95.png,85778
Bot 2,10e620a9-15f7-42a9-886b-34a88f5cbfe2,0.2,"(30, 30)","(18, 33)","(37, 2)",15,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/10e620a9-15f7-42a9-886b-34a88f5cbfe2.png,85778
Bot 3,ee3f6fb9-b487-4b18-9ac4-df3a4111e05c,0.2,"(30, 30)","(18, 33)","(37, 2)",15,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/ee3f6fb9-b487-4b18-9ac4-df3a4111e05c.png,85778
Bot 4,b6a4a035-6a79-4b1b-87ab-10258b3fcf88,0.2,"(30, 30)","(18, 33)","(37, 2)",15,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/b6a4a035-6a79-4b1b-87ab-10258b3fcf88.png,85778
Bot 1,820257cf-777a-4c79-b414-6f7800e13c77,0.2,"(18, 37)","(9, 15)","(11, 8)",35,Button caught fire,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/820257cf-777a-4c79-b414-6f7800e13c77.png,5324
Bot 2,27f826b5-259b-41f4-8fbe-4c8a045233fa,0.2,"(18, 37)","(9, 15)","(11, 8)",37,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/27f826b5-259b-41f4-8fbe-4c8a045233fa.png,5324
Bot 3,8a6816ea-dc2d-4ef8-9d5a-1b0efb49fd78,0.2,"(18, 37)","(9, 15)","(11, 8)",37,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/8a6816ea-dc2d-4ef8-9d5a-1b0efb49fd78.png,5324
Bot 4,906ecf81-ae50-4f8f-976e-7301f02cd707,0.2,"(18, 37)","(9, 15)","(11, 8)",34,Button caught fire,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/906ecf81-ae50-4f8f-976e-7301f02cd707.png,5324
Bot 1,72498d44-394a-462f-a50e-a45a57998b33,0.2,"(25, 5)","(6, 5)","(28, 9)",29,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/72498d44-394a-462f-a50e-a45a57998b33.png,75734
Bot 2,211ff25c-b7af-42e6-9a54-c4d4186bc174,0.2,"(25, 5)","(6, 5)","(28, 9)",29,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/211ff25c-b7af-42e6-9a54-c4d4186bc174.png,75734
Bot 3,7a43d9ab-1470-4c48-b369-a38621002737,0.2,"(25, 5)","(6, 5)","(28, 9)",29,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/7a43d9ab-1470-4c48-b369-a38621002737.png,75734
Bot 4,3db06697-c1e6-4a91-8f59-3b5bb2f46800,0.2,"(25, 5)","(6, 5)","(28, 9)",29,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/3db06697-c1e6-4a91-8f59-3b5bb2f46800.png,75734
Bot 1,142cf6fa-d11c-4166-861c-f789db1e43a9,0.2,"(38, 10)","(5, 1)","(37, 16)",50,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/142cf6fa-d11c-4166-861c-f789db1e43a9.png,49412
Bot 2,cd8c605d-1de6-4631-b687-9680b4d3e00e,0.2,"(38, 10)","(5, 1)","(37, 16)",50,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/cd8c605d-1de6-4631-b687-9680b4d3e00e.png,49412
Bot 3,77c99952-6fc6-4ddb-b0af-5dd70ba4bf68,0.2,"(38, 10)","(5, 1)","(37, 16)",50,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/77c99952-6fc6-4ddb-b0af-5dd70ba4bf68.png,49412
Bot 4,81aee29c-a1f1-4cdf-808b-fcd4debdbcaa,0.2,"(38, 10)","(5, 1)","(37, 16)",50,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/81aee29c-a1f1-4cdf-808b-fcd4debdbcaa.png,49412
Bot 1,84ea4dd0-04ac-43b1-acd3-914010bc0f60,0.2,"(28, 2)","(6, 25)","(38, 5)",45,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/84ea4dd0-04ac-43b1-acd3-914010bc0f60.png,35869
Bot 2,87cdd1b4-2e7f-42cf-8018-293c9d48ccf5,0.2,"(28, 2)","(6, 25)","(38, 5)",45,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/87cdd1b4-2e7f-42cf-8018-293c9d48ccf5.png,35869
Bot 3,9083cfa0-8325-445b-9fc2-6b32c9199ce5,0.2,"(28, 2)","(6, 25)","(38, 5)",45,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/9083cfa0-8325-445b-9fc2-6b32c9199ce5.png,35869
Bot 4,5b6be04b-1e6f-416a-b29e-8e7bf8ccb6a2,0.2,"(28, 2)","(6, 25)","(38, 5)",45,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/5b6be04b-1e6f-416a-b29e-8e7bf8ccb6a2.png,35869
Bot 1,301a3dd7-46fd-46d3-a92f-d95c56964f33,0.2,"(32, 23)","(30, 27)","(11, 33)",6,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/301a3dd7-46fd-46d3-a92f-d95c56964f33.png,10199
Bot 2,b2e6fa3d-973c-4be9-a32f-94d21d5a7332,0.2,"(32, 23)","(30, 27)","(11, 33)",6,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/b2e6fa3d-973c-4be9-a32f-94d21d5a7332.png,10199
Bot 3,a3ee5869-ecaa-4697-b510-78d0e34ef25f,0.2,"(32, 23)","(30, 27)","(11, 33)",6,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/a3ee5869-ecaa-4697-b510-78d0e34ef25f.png,10199
Bot 4,dec8a935-bb99-41df-92bd-093c36e83887,0.2,"(32, 23)","(30, 27)","(11, 33)",6,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/dec8a935-bb99-41df-92bd-093c36e83887.png,10199
Bot 1,cc7b15e2-c1b6-4743-b904-2419e0464de5,0.2,"(24, 25)","(32, 5)","(23, 10)",15,,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/cc7b15e2-c1b6-4743-b904-2419e0464de5.png,58520
Bot 2,621641f1-69c5-4d87-a3c9-6d30e6cfb019,0.2,"(24, 25)","(32, 5)","(23, 10)",24,Bot caught fire,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/621641f1-69c5-4d87-a3c9-6d30e6cfb019.png,58520
Bot 3,cb6125f0-972b-49cd-b651-d37d5f9caebb,0.2,"(24, 25)","(32, 5)","(23, 10)",59,Bot caught fire,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/cb6125f0-972b-49cd-b651-d37d5f9caebb.png,58520
Bot 4,ebe0764e-093d-4c07-8b37-ee53297db980,0.2,"(24, 25)","(32, 5)","(23, 10)",36,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/ebe0764e-093d-4c07-8b37-ee53297db980.png,58520
Bot 1,00763961-2c45-4f9a-af3d-3475fc5992cd,0.2,"(6, 10)","(2, 33)","(24, 23)",35,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/00763961-2c45-4f9a-af3d-3475fc5992cd.png,24982
Bot 2,306dc320-c06e-46f9-a699-0a5b72117dcb,0.2,"(6, 10)","(2, 33)","(24, 23)",35,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/306dc320-c06e-46f9-a699-0a5b72117dcb.png,24982
Bot 3,2005d873-fd3c-40a4-9b29-48269d4abebc,0.2,"(6, 10)","(2, 33)","(24, 23)",35,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/2005d873-fd3c-40a4-9b29-48269d4abebc.png,24982
Bot 4,4d0b314d-3554-4280-b132-52681324bc09,0.2,"(6, 10)","(2, 33)","(24, 23)",35,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/4d0b314d-3554-4280-b132-52681324bc09.png,24982
Bot 1,8f76fe35-5c3d-4ee6-86a5-3b933e6f548a,0.2,"(16, 16)","(30, 24)","(13, 5)",32,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/8f76fe35-5c3d-4ee6-86a5-3b933e6f548a.png,39675
Bot 2,5d5d2ada-b301-4d9d-8fc9-256a90b845f8,0.2,"(16, 16)","(30, 24)","(13, 5)",32,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/5d5d2ada-b301-4d9d-8fc9-256a90b845f8.png,39675
Bot 3,b1f07ae9-4e69-4501-88ba-bcfcf80acbaa,0.2,"(16, 16)","(30, 24)","(13, 5)",32,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/b1f07ae9-4e69-4501-88ba-bcfcf80acbaa.png,39675
Bot 4,87562682-a9ce-4ba0-b80f-c1747627bf5f,0.2,"(16, 16)","(30, 24)","(13, 5)",32,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/87562682-a9ce-4ba0-b80f-c1747627bf5f.png,39675
Bot 1,9b530c3b-10ed-4c48-8b1f-dd58a577f2da,0.2,"(28, 37)","(34, 5)","(22, 26)",44,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/9b530c3b-10ed-4c48-8b1f-dd58a577f2da.png,75684
Bot 2,4cd263cf-95fb-4216-a53a-e8ebdb9886a0,0.2,"(28, 37)","(34, 5)","(22, 26)",44,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/4cd263cf-95fb-4216-a53a-e8ebdb9886a0.png,75684
Bot 3,c3268229-768b-4758-bef0-a3cfd74459c2,0.2,"(28, 37)","(34, 5)","(22, 26)",44,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/c3268229-768b-4758-bef0-a3cfd74459c2.png,75684
Bot 4,7200356e-ff08-48b0-86df-ae24a2c46c9a,0.2,"(28, 37)","(34, 5)","(22, 26)",44,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/7200356e-ff08-48b0-86df-ae24a2c46c9a.png,75684
Bot 1,fcae8451-f277-4a95-8bc0-a4b6c5f91877,0.2,"(38, 10)","(30, 38)","(35, 34)",21,Button caught fire,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/fcae8451-f277-4a95-8bc0-a4b6c5f91877.png,31077
Bot 2,7541164a-41e4-4695-8511-ba2a8b28907d,0.2,"(38, 10)","(30, 38)","(35, 34)",42,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/7541164a-41e4-4695-8511-ba2a8b28907d.png,31077
Bot 3,63d2860e-70ff-4805-9977-af66d6a268c9,0.2,"(38, 10)","(30, 38)","(35, 34)",30,Path blocked,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/63d2860e-70ff-4805-9977-af66d6a268c9.png,31077
Bot 4,6e916e58-5fa4-49e5-8ba0-771093a5525d,0.2,"(38, 10)","(30, 38)","(35, 34)",26,Button caught fire,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/6e916e58-5fa4-49e5-8ba0-771093a5525d.png,31077
Bot 1,b268e61b-3b1c-482b-a093-29e24e084905,0.2,"(34, 8)","(17, 19)","(21, 32)",28,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/b268e61b-3b1c-482b-a093-29e24e084905.png,7578
Bot 2,314737fb-0bf8-4d77-b7df-b415da9de5a0,0.2,"(34, 8)","(17, 19)","(21, 32)",28,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/314737fb-0bf8-4d77-b7df-b415da9de5a0.png,7578
Bot 3,6fc44697-8a3c-400a-b4e7-5c4292eac9e0,0.2,"(34, 8)","(17, 19)","(21, 32)",28,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/6fc44697-8a3c-400a-b4e7-5c4292eac9e0.png,7578
Bot 4,1084005e-7e28-476f-a17f-d2bf0855365d,0.2,"(34, 8)","(17, 19)","(21, 32)",28,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/1084005e-7e28-476f-a17f-d2bf0855365d.png,7578
Bot 1,af7c456d-6fc8-4ac7-b2f1-157a5d819dfb,0.25,"(38, 11)","(28, 24)","(18, 34)",23,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/af7c456d-6fc8-4ac7-b2f1-157a5d819dfb.png,33419
Bot 2,8a56b053-f892-453a-8a36-ef6c9ab4cc98,0.25,"(38, 11)","(28, 24)","(18, 34)",23,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/8a56b053-f892-453a-8a36-ef6c9ab4cc98.png,33419
Bot 3,3ea718e7-b57d-4e20-a568-d96c5e4d7a5a,0.25,"(38, 11)","(28, 24)","(18, 34)",23,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/3ea718e7-b57d-4e20-a568-d96c5e4d7a5a.png,33419
Bot 4,96fc2c93-5af2-47a2-8585-82ca367d17fe,0.25,"(38, 11)","(28, 24)","(18, 34)",23,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/96fc2c93-5af2-47a2-8585-82ca367d17fe.png,33419
Bot 1,197f048f-955c-4492-9c01-1eb3cde01067,0.25,"(4, 8)","(34, 9)","(34, 32)",45,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/197f048f-955c-4492-9c01-1eb3cde01067.png,88515
Bot 2,ac90d409-b36a-4c74-a6a3-86ad9b875508,0.25,"(4, 8)","(34, 9)","(34, 32)",45,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/ac90d409-b36a-4c74-a6a3-86ad9b875508.png,88515
Bot 3,f98f7bde-c141-4306-9a3b-9eaebc6b33f0,0.25,"(4, 8)","(34, 9)","(34, 32)",45,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/f98f7bde-c141-4306-9a3b-9eaebc6b33f0.png,88515
Bot 4,7f041f12-98e1-493c-a882-4faf57bee26d,0.25,"(4, 8)","(34, 9)","(34, 32)",45,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/7f041f12-98e1-493c-a882-4faf57bee26d.png,88515
Bot 1,f153fcc3-c6ff-467e-8ed4-00a82fd4c83b,0.25,"(14, 26)","(30, 38)","(21, 27)",10,,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/f153fcc3-c6ff-467e-8ed4-00a82fd4c83b.png,95518
Bot 2,5ae889a4-399f-410d-baac-b6a8064818c1,0.25,"(14, 26)","(30, 38)","(21, 27)",36,Success,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/5ae889a4-399f-410d-baac-b6a8064818c1.png,95518
Bot 3,37963c37-bc20-41fb-b432-ec439ad6c64e,0.25,"(14, 26)","(30, 38)","(21, 27)",50,Path blocked,/Users/drcrocs22/Developer/Rutgers Projects/Intro To AI/PROJECT_1_FINAL/final_frames/37963c37-bc20-41fb-b432-ec439ad6c64e.png,95518
